compoundExRef_id,compoundExRef_idtype,compoundExRef_idvalue,compound_id,compoundExRef_primary
5426,LMSD,LMST04010003,851,1
5427,InChi Key,SMEROWZSTRWXGI-HVATVPOCSA-N,851,1
5428,CheBI,16325,852,1
5429,KEGG,C03990,852,1
5430,PubChem,9903,852,1
5431,PubChem,5460318,852,0
5432,EHMN,C03990,852,1
5433,HMDB,HMDB00761,852,1
5434,LMSD,LMST04010003,852,1
5435,InChi Key,SMEROWZSTRWXGI-HVATVPOCSA-N,852,1
5436,CheBI,2710,853,1
5437,KEGG,C04295,853,1
5438,KEGG,D00179,853,0
5439,PubChem,10634,853,1
5440,EHMN,C04295,853,1
5441,HMDB,HMDB03818,853,1
5442,LMSD,LMST02020005,853,1
5443,InChi Key,QADHLRWLCPCEKT-LOVVWNRFSA-N,853,1
5444,CheBI,2710,854,1
5445,KEGG,C04295,854,1
5446,KEGG,D00179,854,0
5447,PubChem,10634,854,1
5448,EHMN,C04295,854,1
5449,HMDB,HMDB03818,854,1
5450,LMSD,LMST02020005,854,1
5451,InChi Key,QADHLRWLCPCEKT-LOVVWNRFSA-N,854,1
5452,CheBI,2710,855,1
5453,KEGG,C04295,855,1
5454,KEGG,D00179,855,0
5455,PubChem,10634,855,1
5456,EHMN,C04295,855,1
5457,HMDB,HMDB03818,855,1
5458,LMSD,LMST02020005,855,1
5459,InChi Key,QADHLRWLCPCEKT-LOVVWNRFSA-N,855,1
5460,CheBI,52332,856,1
5461,KEGG,C04308,856,1
5462,EHMN,C04308,856,1
5463,CheBI,52332,857,1
5464,KEGG,C04308,857,1
5465,EHMN,C04308,857,1
5466,CheBI,52332,858,1
5467,KEGG,C04308,858,1
5468,EHMN,C04308,858,1
5469,CheBI,28834,859,1
5470,CheBI,23614,859,0
5471,KEGG,C04483,859,1
5472,PubChem,222528,859,1
5473,PubChem,9548661,859,0
5474,PubChem,440355,859,0
5475,EHMN,C04483,859,1
5476,HMDB,HMDB00626,859,1
5477,LMSD,LMST04010040,859,1
5478,InChi Key,KXGVEGMKQFWNSR-LLQZFEROSA-N,859,1
5479,CheBI,28834,860,1
5480,CheBI,23614,860,0
5481,KEGG,C04483,860,1
5482,PubChem,222528,860,1
5483,PubChem,9548661,860,0
5484,PubChem,440355,860,0
5485,EHMN,C04483,860,1
5486,HMDB,HMDB00626,860,1
5487,LMSD,LMST04010040,860,1
5488,InChi Key,KXGVEGMKQFWNSR-LLQZFEROSA-N,860,1
5489,CheBI,15545,861,1
5490,CheBI,57398,861,0
5491,KEGG,C04685,861,1
5492,PubChem,5281912,861,1
5493,PubChem,5280714,861,0
5494,PubChem,22796709,861,0
5495,EHMN,C04685,861,1
5496,HMDB,HMDB02656,861,1
5497,LMSD,LMFA03010005,861,1
5498,InChi Key,BGKHCLZFGPIKKU-OKZBNKHCSA-N,861,1
5499,CheBI,15545,862,1
5500,CheBI,57398,862,0
5501,KEGG,C04685,862,1
5502,PubChem,5281912,862,1
5503,PubChem,5280714,862,0
5504,PubChem,22796709,862,0
5505,EHMN,C04685,862,1
5506,HMDB,HMDB02656,862,1
5507,LMSD,LMFA03010005,862,1
5508,InChi Key,BGKHCLZFGPIKKU-OKZBNKHCSA-N,862,1
5509,CheBI,15655,863,1
5510,CheBI,57466,863,0
5511,KEGG,C04717,863,1
5512,PubChem,5280720,863,1
5513,PubChem,21158461,863,0
5514,EHMN,C04717,863,1
5515,HMDB,HMDB03871,863,1
5516,LMSD,LMFA02000034,863,1
5517,InChi Key,JDSRHVWSAMTSSN-KRWDZBQOSA-N,863,1
5518,CheBI,28209,864,1
5519,KEGG,C04805,864,1
5520,PubChem,155383,864,1
5521,EHMN,C04805,864,1
5522,HMDB,HMDB11134,864,1
5523,LMSD,LMFA03060002,864,1
5524,InChi Key,KGIJOOYOSFUGPC-LJQANCHMSA-N,864,1
5525,CheBI,28209,865,1
5526,KEGG,C04805,865,1
5527,PubChem,155383,865,1
5528,EHMN,C04805,865,1
5529,HMDB,HMDB11134,865,1
5530,LMSD,LMFA03060002,865,1
5531,InChi Key,KGIJOOYOSFUGPC-LJQANCHMSA-N,865,1
5532,CheBI,28209,866,1
5533,KEGG,C04805,866,1
5534,PubChem,155383,866,1
5535,EHMN,C04805,866,1
5536,HMDB,HMDB11134,866,1
5537,LMSD,LMFA03060002,866,1
5538,InChi Key,KGIJOOYOSFUGPC-LJQANCHMSA-N,866,1
5539,CheBI,28209,867,1
5540,KEGG,C04805,867,1
5541,PubChem,155383,867,1
5542,EHMN,C04805,867,1
5543,HMDB,HMDB11134,867,1
5544,LMSD,LMFA03060002,867,1
5545,InChi Key,KGIJOOYOSFUGPC-LJQANCHMSA-N,867,1
5546,CheBI,28209,868,1
5547,KEGG,C04805,868,1
5548,PubChem,155383,868,1
5549,EHMN,C04805,868,1
5550,HMDB,HMDB11134,868,1
5551,LMSD,LMFA03060002,868,1
5552,InChi Key,KGIJOOYOSFUGPC-LJQANCHMSA-N,868,1
5553,CheBI,57448,869,1
5554,KEGG,C04843,869,1
5555,PubChem,46878369,869,1
5556,EHMN,C04843,869,1
5557,InChi Key,WPLPEZUSILBTGP-JLAWEPINSA-N,869,1
5558,CheBI,57448,870,1
5559,KEGG,C04843,870,1
5560,PubChem,46878369,870,1
5561,EHMN,C04843,870,1
5562,InChi Key,WPLPEZUSILBTGP-JLAWEPINSA-N,870,1
5563,CheBI,57448,871,1
5564,KEGG,C04843,871,1
5565,PubChem,46878369,871,1
5566,EHMN,C04843,871,1
5567,InChi Key,WPLPEZUSILBTGP-JLAWEPINSA-N,871,1
5568,CheBI,57449,872,1
5569,KEGG,C04849,872,1
5570,PubChem,21158465,872,1
5571,EHMN,C04849,872,1
5572,InChi Key,SGTUOBURCVMACZ-JLMCIHFGSA-N,872,1
5573,CheBI,57449,873,1
5574,KEGG,C04849,873,1
5575,PubChem,21158465,873,1
5576,EHMN,C04849,873,1
5577,InChi Key,SGTUOBURCVMACZ-JLMCIHFGSA-N,873,1
5578,CheBI,57449,874,1
5579,KEGG,C04849,874,1
5580,PubChem,21158465,874,1
5581,EHMN,C04849,874,1
5582,InChi Key,SGTUOBURCVMACZ-JLMCIHFGSA-N,874,1
5583,CheBI,57449,875,1
5584,KEGG,C04849,875,1
5585,PubChem,21158465,875,1
5586,EHMN,C04849,875,1
5587,InChi Key,SGTUOBURCVMACZ-JLMCIHFGSA-N,875,1
5588,CheBI,57449,876,1
5589,KEGG,C04849,876,1
5590,PubChem,21158465,876,1
5591,EHMN,C04849,876,1
5592,InChi Key,SGTUOBURCVMACZ-JLMCIHFGSA-N,876,1
5593,CheBI,57449,877,1
5594,KEGG,C04849,877,1
5595,PubChem,21158465,877,1
5596,EHMN,C04849,877,1
5597,InChi Key,SGTUOBURCVMACZ-JLMCIHFGSA-N,877,1
5598,CheBI,15646,878,1
5599,CheBI,57460,878,0
5600,KEGG,C04853,878,1
5601,PubChem,5280745,878,1
5602,PubChem,23615494,878,0
5603,EHMN,C04853,878,1
5604,HMDB,HMDB01509,878,1
5605,LMSD,LMFA03020018,878,1
5606,InChi Key,PTJFJXLGRSTECQ-RTBURBONSA-N,878,1
5607,CheBI,15646,879,1
5608,CheBI,57460,879,0
5609,KEGG,C04853,879,1
5610,PubChem,5280745,879,1
5611,PubChem,23615494,879,0
5612,EHMN,C04853,879,1
5613,HMDB,HMDB01509,879,1
5614,LMSD,LMFA03020018,879,1
5615,InChi Key,PTJFJXLGRSTECQ-RTBURBONSA-N,879,1
5616,CheBI,15646,880,1
5617,CheBI,57460,880,0
5618,KEGG,C04853,880,1
5619,PubChem,5280745,880,1
5620,PubChem,23615494,880,0
5621,EHMN,C04853,880,1
5622,HMDB,HMDB01509,880,1
5623,LMSD,LMFA03020018,880,1
5624,InChi Key,PTJFJXLGRSTECQ-RTBURBONSA-N,880,1
5625,CheBI,28113,881,1
5626,KEGG,C05109,881,1
5627,PubChem,440560,881,1
5628,EHMN,C05109,881,1
5629,HMDB,HMDB06839,881,1
5630,LMSD,LMST01010087,881,1
5631,InChi Key,MBZYKEVPFYHDOH-BQNIITSRSA-N,881,1
5632,CheBI,28387,882,1
5633,KEGG,C05279,882,1
5634,PubChem,53480665,882,1
5635,EHMN,C05279,882,1
5636,HMDB,HMDB11123,882,1
5637,InChi Key,BNPQDIKRZDRREL-GMHMEAMDSA-N,882,1
5638,CheBI,28387,883,1
5639,KEGG,C05279,883,1
5640,PubChem,53480665,883,1
5641,EHMN,C05279,883,1
5642,HMDB,HMDB11123,883,1
5643,InChi Key,BNPQDIKRZDRREL-GMHMEAMDSA-N,883,1
5644,CheBI,28002,884,1
5645,KEGG,C05280,884,1
5646,PubChem,5280771,884,1
5647,PubChem,11966165,884,0
5648,PubChem,5118247,884,0
5649,EHMN,C05280,884,1
5650,HMDB,HMDB03952,884,1
5651,InChi Key,KEPSPLQXVPROMK-GMHMEAMDSA-N,884,1
5652,CheBI,28002,885,1
5653,KEGG,C05280,885,1
5654,PubChem,5280771,885,1
5655,PubChem,11966165,885,0
5656,PubChem,5118247,885,0
5657,EHMN,C05280,885,1
5658,HMDB,HMDB03952,885,1
5659,InChi Key,KEPSPLQXVPROMK-GMHMEAMDSA-N,885,1
5660,CheBI,27967,886,1
5661,KEGG,C05284,886,1
5662,PubChem,94141,886,1
5663,EHMN,C05284,886,1
5664,HMDB,HMDB06773,886,1
5665,LMSD,LMST02020066,886,1
5666,InChi Key,WSCUHXPGYUMQEX-KCZNZURUSA-N,886,1
5667,CheBI,27967,887,1
5668,KEGG,C05284,887,1
5669,PubChem,94141,887,1
5670,EHMN,C05284,887,1
5671,HMDB,HMDB06773,887,1
5672,LMSD,LMST02020066,887,1
5673,InChi Key,WSCUHXPGYUMQEX-KCZNZURUSA-N,887,1
5674,CheBI,27967,888,1
5675,KEGG,C05284,888,1
5676,PubChem,94141,888,1
5677,EHMN,C05284,888,1
5678,HMDB,HMDB06773,888,1
5679,LMSD,LMST02020066,888,1
5680,InChi Key,WSCUHXPGYUMQEX-KCZNZURUSA-N,888,1
5681,CheBI,1156,889,1
5682,KEGG,C05298,889,1
5683,PubChem,440623,889,1
5684,EHMN,C05298,889,1
5685,HMDB,HMDB00343,889,1
5686,LMSD,LMST02010032,889,1
5687,InChi Key,SWINWPBPEKHUOD-JPVZDGGYSA-N,889,1
5688,CheBI,1156,890,1
5689,KEGG,C05298,890,1
5690,PubChem,440623,890,1
5691,EHMN,C05298,890,1
5692,HMDB,HMDB00343,890,1
5693,LMSD,LMST02010032,890,1
5694,InChi Key,SWINWPBPEKHUOD-JPVZDGGYSA-N,890,1
5695,CheBI,1156,891,1
5696,KEGG,C05298,891,1
5697,PubChem,440623,891,1
5698,EHMN,C05298,891,1
5699,HMDB,HMDB00343,891,1
5700,LMSD,LMST02010032,891,1
5701,InChi Key,SWINWPBPEKHUOD-JPVZDGGYSA-N,891,1
5702,CheBI,1189,892,1
5703,KEGG,C05299,892,1
5704,PubChem,440624,892,1
5705,EHMN,C05299,892,1
5706,HMDB,HMDB00010,892,1
5707,LMSD,LMST02010033,892,1
5708,InChi Key,WHEUWNKSCXYKBU-QPWUGHHJSA-N,892,1
5709,CheBI,1189,893,1
5710,KEGG,C05299,893,1
5711,PubChem,440624,893,1
5712,EHMN,C05299,893,1
5713,HMDB,HMDB00010,893,1
5714,LMSD,LMST02010033,893,1
5715,InChi Key,WHEUWNKSCXYKBU-QPWUGHHJSA-N,893,1
5716,CheBI,776,894,1
5717,KEGG,C05300,894,1
5718,PubChem,115116,894,1
5719,PubChem,440625,894,0
5720,EHMN,C05300,894,1
5721,HMDB,HMDB00335,894,1
5722,LMSD,LMST02010041,894,1
5723,InChi Key,WPOCIZJTELRQMF-QFXBJFAPSA-N,894,1
5724,CheBI,776,895,1
5725,KEGG,C05300,895,1
5726,PubChem,115116,895,1
5727,PubChem,440625,895,0
5728,EHMN,C05300,895,1
5729,HMDB,HMDB00335,895,1
5730,LMSD,LMST02010041,895,1
5731,InChi Key,WPOCIZJTELRQMF-QFXBJFAPSA-N,895,1
5732,CheBI,28744,896,1
5733,KEGG,C05301,896,1
5734,PubChem,247304,896,1
5735,EHMN,C05301,896,1
5736,HMDB,HMDB00338,896,1
5737,LMSD,LMST02010027,896,1
5738,InChi Key,DILDHNKDVHLEQB-XSSYPUMDSA-N,896,1
5739,CheBI,28744,897,1
5740,KEGG,C05301,897,1
5741,PubChem,247304,897,1
5742,EHMN,C05301,897,1
5743,HMDB,HMDB00338,897,1
5744,LMSD,LMST02010027,897,1
5745,InChi Key,DILDHNKDVHLEQB-XSSYPUMDSA-N,897,1
5746,CheBI,28955,898,1
5747,KEGG,C05302,898,1
5748,PubChem,66414,898,1
5749,PubChem,16760554,898,0
5750,EHMN,C05302,898,1
5751,HMDB,HMDB00405,898,1
5752,LMSD,LMST02010035,898,1
5753,InChi Key,CQOQDQWUFQDJMK-SSTWWWIQSA-N,898,1
5754,CheBI,9410,899,1
5755,KEGG,C05463,899,1
5756,PubChem,2733768,899,1
5757,EHMN,C05463,899,1
5758,HMDB,HMDB00896,899,1
5759,LMSD,LMST05040013,899,1
5760,InChi Key,AWDRATDZQPNJFN-VAYUFCLWSA-N,899,1
5761,CheBI,9410,900,1
5762,KEGG,C05463,900,1
5763,PubChem,2733768,900,1
5764,EHMN,C05463,900,1
5765,HMDB,HMDB00896,900,1
5766,LMSD,LMST05040013,900,1
5767,InChi Key,AWDRATDZQPNJFN-VAYUFCLWSA-N,900,1
5768,KEGG,C05708,901,1
5769,PubChem,17754089,901,1
5770,PubChem,440767,901,0
5771,EHMN,C05708,901,1
5772,InChi Key,KGXZPWNBFWCDRF-UHFFFAOYSA-N,901,1
5773,KEGG,C05708,902,1
5774,PubChem,17754089,902,1
5775,PubChem,440767,902,0
5776,EHMN,C05708,902,1
5777,InChi Key,KGXZPWNBFWCDRF-UHFFFAOYSA-N,902,1
5778,CheBI,27484,903,1
5779,KEGG,C05767,903,1
5780,PubChem,72424,903,1
5781,EHMN,C05767,903,1
5782,HMDB,HMDB00936,903,1
5783,InChi Key,DAFUFNRZWDWXJP-JRHDEHKPSA-N,903,1
5784,CheBI,28421,904,1
5785,KEGG,C05769,904,1
5786,PubChem,68271,904,1
5787,EHMN,C05769,904,1
5788,HMDB,HMDB00643,904,1
5789,InChi Key,VORBHEGMEBOMMB-JRHDEHKPSA-N,904,1
5790,CheBI,27609,905,1
5791,KEGG,C05770,905,1
5792,PubChem,114935,905,1
5793,EHMN,C05770,905,1
5794,HMDB,HMDB00570,905,1
5795,InChi Key,JWFCYWSMNRLXLX-UJJXFSCMSA-N,905,1
5796,CheBI,27820,906,1
5797,KEGG,C05953,906,1
5798,PubChem,22833602,906,1
5799,EHMN,C05953,906,1
5800,HMDB,HMDB02752,906,1
5801,LMSD,LMFA03010035,906,1
5802,InChi Key,MYHXHCUNDDAEOZ-OKZBNKHCSA-N,906,1
5803,CheBI,27820,907,1
5804,KEGG,C05953,907,1
5805,PubChem,22833602,907,1
5806,EHMN,C05953,907,1
5807,HMDB,HMDB02752,907,1
5808,LMSD,LMFA03010035,907,1
5809,InChi Key,MYHXHCUNDDAEOZ-OKZBNKHCSA-N,907,1
5810,CheBI,27485,908,1
5811,KEGG,C05957,908,1
5812,PubChem,5280884,908,1
5813,EHMN,C05957,908,1
5814,HMDB,HMDB02710,908,1
5815,LMSD,LMFA03010019,908,1
5816,InChi Key,UQOQENZZLBSFKO-OKZBNKHCSA-N,908,1
5817,CheBI,27485,909,1
5818,KEGG,C05957,909,1
5819,PubChem,5280884,909,1
5820,EHMN,C05957,909,1
5821,HMDB,HMDB02710,909,1
5822,LMSD,LMFA03010019,909,1
5823,InChi Key,UQOQENZZLBSFKO-OKZBNKHCSA-N,909,1
5824,CheBI,27485,910,1
5825,KEGG,C05957,910,1
5826,PubChem,5280884,910,1
5827,EHMN,C05957,910,1
5828,HMDB,HMDB02710,910,1
5829,LMSD,LMFA03010019,910,1
5830,InChi Key,UQOQENZZLBSFKO-OKZBNKHCSA-N,910,1
5831,CheBI,15626,911,1
5832,CheBI,57444,911,0
5833,KEGG,C05965,911,1
5834,PubChem,5280892,911,1
5835,PubChem,21158474,911,0
5836,EHMN,C05965,911,1
5837,HMDB,HMDB04243,911,1
5838,LMSD,LMFA03060013,911,1
5839,InChi Key,ZIOZYRSDNLNNNJ-IBGZPJMESA-N,911,1
5840,CheBI,15626,912,1
5841,CheBI,57444,912,0
5842,KEGG,C05965,912,1
5843,PubChem,5280892,912,1
5844,PubChem,21158474,912,0
5845,EHMN,C05965,912,1
5846,HMDB,HMDB04243,912,1
5847,LMSD,LMFA03060013,912,1
5848,InChi Key,ZIOZYRSDNLNNNJ-IBGZPJMESA-N,912,1
5849,CheBI,15626,913,1
5850,CheBI,57444,913,0
5851,KEGG,C05965,913,1
5852,PubChem,5280892,913,1
5853,PubChem,21158474,913,0
5854,EHMN,C05965,913,1
5855,HMDB,HMDB04243,913,1
5856,LMSD,LMFA03060013,913,1
5857,InChi Key,ZIOZYRSDNLNNNJ-IBGZPJMESA-N,913,1
5858,CheBI,15626,914,1
5859,CheBI,57444,914,0
5860,KEGG,C05965,914,1
5861,PubChem,5280892,914,1
5862,PubChem,21158474,914,0
5863,EHMN,C05965,914,1
5864,HMDB,HMDB04243,914,1
5865,LMSD,LMFA03060013,914,1
5866,InChi Key,ZIOZYRSDNLNNNJ-IBGZPJMESA-N,914,1
5867,CheBI,5764,915,1
5868,KEGG,C06199,915,1
5869,PubChem,68313,915,1
5870,EHMN,C06199,915,1
5871,HMDB,HMDB04366,915,1
5872,InChi Key,KUBCEEMXQZUPDQ-UHFFFAOYSA-N,915,1
5873,CheBI,5764,916,1
5874,KEGG,C06199,916,1
5875,PubChem,68313,916,1
5876,EHMN,C06199,916,1
5877,HMDB,HMDB04366,916,1
5878,InChi Key,KUBCEEMXQZUPDQ-UHFFFAOYSA-N,916,1
5879,CheBI,5764,917,1
5880,KEGG,C06199,917,1
5881,PubChem,68313,917,1
5882,EHMN,C06199,917,1
5883,HMDB,HMDB04366,917,1
5884,InChi Key,KUBCEEMXQZUPDQ-UHFFFAOYSA-N,917,1
5885,CheBI,6498,918,1
5886,KEGG,C06314,918,1
5887,PubChem,5280914,918,1
5888,EHMN,C06314,918,1
5889,HMDB,HMDB04385,918,1
5890,LMSD,LMFA03040001,918,1
5891,InChi Key,IXAQOQZEOGMIQS-OTWHNJEPSA-N,918,1
5892,CheBI,6498,919,1
5893,KEGG,C06314,919,1
5894,PubChem,5280914,919,1
5895,EHMN,C06314,919,1
5896,HMDB,HMDB04385,919,1
5897,LMSD,LMFA03040001,919,1
5898,InChi Key,IXAQOQZEOGMIQS-OTWHNJEPSA-N,919,1
5899,CheBI,6498,920,1
5900,KEGG,C06314,920,1
5901,PubChem,5280914,920,1
5902,EHMN,C06314,920,1
5903,HMDB,HMDB04385,920,1
5904,LMSD,LMFA03040001,920,1
5905,InChi Key,IXAQOQZEOGMIQS-OTWHNJEPSA-N,920,1
5906,CheBI,6499,921,1
5907,KEGG,C06315,921,1
5908,PubChem,5280915,921,1
5909,EHMN,C06315,921,1
5910,HMDB,HMDB05082,921,1
5911,LMSD,LMFA03040002,921,1
5912,InChi Key,UXVRTOKOJOMENI-CEXWTWQISA-N,921,1
5913,CheBI,6499,922,1
5914,KEGG,C06315,922,1
5915,PubChem,5280915,922,1
5916,EHMN,C06315,922,1
5917,HMDB,HMDB05082,922,1
5918,LMSD,LMFA03040002,922,1
5919,InChi Key,UXVRTOKOJOMENI-CEXWTWQISA-N,922,1
5920,CheBI,6499,923,1
5921,KEGG,C06315,923,1
5922,PubChem,5280915,923,1
5923,EHMN,C06315,923,1
5924,HMDB,HMDB05082,923,1
5925,LMSD,LMFA03040002,923,1
5926,InChi Key,UXVRTOKOJOMENI-CEXWTWQISA-N,923,1
5927,CheBI,6499,924,1
5928,KEGG,C06315,924,1
5929,PubChem,5280915,924,1
5930,EHMN,C06315,924,1
5931,HMDB,HMDB05082,924,1
5932,LMSD,LMFA03040002,924,1
5933,InChi Key,UXVRTOKOJOMENI-CEXWTWQISA-N,924,1
5934,CheBI,28770,925,1
5935,KEGG,C06350,925,1
5936,PubChem,18519,925,1
5937,EHMN,C06350,925,1
5938,HMDB,HMDB12486,925,1
5939,InChi Key,ABXZOXDTHTTZJW-UHFFFAOYSA-N,925,1
5940,CheBI,28031,926,1
5941,KEGG,C06439,926,1
5942,PubChem,5280937,926,1
5943,EHMN,C06439,926,1
5944,HMDB,HMDB02664,926,1
5945,LMSD,LMFA03010135,926,1
5946,InChi Key,CBOMORHDRONZRN-DODZYUBVSA-N,926,1
5947,CheBI,28115,927,1
5948,KEGG,C06453,927,1
5949,PubChem,24892769,927,1
5950,PubChem,71306319,927,0
5951,EHMN,C06453,927,1
5952,HMDB,HMDB02274,927,1
5953,InChi Key,UPAJMOGMOIFZMY-WZHZPDAFSA-L,927,1
5954,CheBI,49575,928,1
5955,KEGG,C06948,928,1
5956,PubChem,3016,928,1
5957,EHMN,C06948,928,1
5958,InChi Key,AAOVKJBEBIDNHE-UHFFFAOYSA-N,928,1
5959,CheBI,49575,929,1
5960,KEGG,C06948,929,1
5961,PubChem,3016,929,1
5962,EHMN,C06948,929,1
5963,InChi Key,AAOVKJBEBIDNHE-UHFFFAOYSA-N,929,1
5964,CheBI,15495,930,1
5965,KEGG,C07296,930,1
5966,PubChem,11966114,930,1
5967,PubChem,5230272,930,0
5968,PubChem,441252,930,0
5969,EHMN,C07296,930,1
5970,InChi Key,ZYUOZFCHODHLHG-LEJRVOBCSA-N,930,1
5971,CheBI,15371,931,1
5972,CheBI,57291,931,0
5973,KEGG,C07297,931,1
5974,PubChem,441253,931,1
5975,PubChem,5230273,931,0
5976,PubChem,11966108,931,0
5977,PubChem,45266544,931,0
5978,EHMN,C07297,931,1
5979,HMDB,HMDB02057,931,1
5980,InChi Key,NQFYRDGBRBDQQG-SVFBWJQPSA-N,931,1
5981,CheBI,111762,932,1
5982,KEGG,C07486,932,1
5983,PubChem,2997,932,1
5984,EHMN,C07486,932,1
5985,InChi Key,AKPLHCDWDRPJGD-UHFFFAOYSA-N,932,1
5986,CheBI,111762,933,1
5987,KEGG,C07486,933,1
5988,PubChem,2997,933,1
5989,EHMN,C07486,933,1
5990,InChi Key,AKPLHCDWDRPJGD-UHFFFAOYSA-N,933,1
5991,CheBI,29865,934,1
5992,KEGG,C07535,934,1
5993,PubChem,2336,934,1
5994,EHMN,C07535,934,1
5995,InChi Key,FMMWHPNWAFZXNH-UHFFFAOYSA-N,934,1
5996,CheBI,29865,935,1
5997,KEGG,C07535,935,1
5998,PubChem,2336,935,1
5999,EHMN,C07535,935,1
6000,InChi Key,FMMWHPNWAFZXNH-UHFFFAOYSA-N,935,1
6001,CheBI,48131,936,1
6002,KEGG,C08261,936,1
6003,KEGG,D03034,936,0
6004,PubChem,2266,936,1
6005,EHMN,C08261,936,1
6006,HMDB,HMDB00784,936,1
6007,LMSD,LMFA01170054,936,1
6008,InChi Key,BDJRBEYXGGNYIS-UHFFFAOYSA-N,936,1
6009,CheBI,1438,937,1
6010,CheBI,49016,937,0
6011,KEGG,C08276,937,1
6012,PubChem,563,937,1
6013,PubChem,6992044,937,0
6014,EHMN,C08276,937,1
6015,HMDB,HMDB01527,937,1
6016,LMSD,LMFA01130006,937,1
6017,InChi Key,CAOMCZAIALVUPA-UHFFFAOYSA-N,937,1
6018,CheBI,28941,938,1
6019,CheBI,23858,938,0
6020,KEGG,C08281,938,1
6021,PubChem,8215,938,1
6022,PubChem,5460660,938,0
6023,EHMN,C08281,938,1
6024,HMDB,HMDB00944,938,1
6025,LMSD,LMFA01010022,938,1
6026,InChi Key,UKMSUNONTOPOIO-UHFFFAOYSA-N,938,1
6027,CheBI,28941,939,1
6028,CheBI,23858,939,0
6029,KEGG,C08281,939,1
6030,PubChem,8215,939,1
6031,PubChem,5460660,939,0
6032,EHMN,C08281,939,1
6033,HMDB,HMDB00944,939,1
6034,LMSD,LMFA01010022,939,1
6035,InChi Key,UKMSUNONTOPOIO-UHFFFAOYSA-N,939,1
6036,CheBI,28941,940,1
6037,CheBI,23858,940,0
6038,KEGG,C08281,940,1
6039,PubChem,8215,940,1
6040,PubChem,5460660,940,0
6041,EHMN,C08281,940,1
6042,HMDB,HMDB00944,940,1
6043,LMSD,LMFA01010022,940,1
6044,InChi Key,UKMSUNONTOPOIO-UHFFFAOYSA-N,940,1
6045,CheBI,5623,941,1
6046,KEGG,C09209,941,1
6047,PubChem,5281404,941,1
6048,EHMN,C09209,941,1
6049,InChi Key,PSFDQSOCUJVVGF-UHFFFAOYSA-N,941,1
6050,CheBI,761542,942,1
6051,KEGG,C09640,942,1
6052,PubChem,442356,942,1
6053,EHMN,C09640,942,1
6054,HMDB,HMDB12469,942,1
6055,InChi Key,YTPRLBGPGZHUPD-ZETCQYMHSA-N,942,1
6056,CheBI,123715,943,1
6057,KEGG,C09642,943,1
6058,PubChem,91588,943,1
6059,PubChem,54456,943,0
6060,EHMN,C09642,943,1
6061,HMDB,HMDB05199,943,1
6062,InChi Key,IBRKLUSXDYATLG-UHFFFAOYSA-N,943,1
6063,CheBI,28747,944,1
6064,KEGG,C10164,944,1
6065,PubChem,1018,944,1
6066,EHMN,C10164,944,1
6067,HMDB,HMDB02243,944,1
6068,InChi Key,SIOXPEMLGUPBBT-UHFFFAOYSA-N,944,1
6069,PubChem,53481651,946,1
6070,HMDB,HMDB13205,946,1
6071,InChi Key,GOOOCIIXFLVRAG-UHFFFAOYSA-N,946,1
6072,PubChem,53481651,947,1
6073,HMDB,HMDB13205,947,1
6074,InChi Key,GOOOCIIXFLVRAG-UHFFFAOYSA-N,947,1
6075,CheBI,68830,948,1
6076,KEGG,C03299,948,1
6077,PubChem,10245190,948,1
6078,PubChem,11953821,948,0
6079,HMDB,HMDB00651,948,1
6080,InChi Key,LZOSYCMHQXPBFU-UHFFFAOYSA-N,948,1
6081,CheBI,68830,949,1
6082,KEGG,C03299,949,1
6083,PubChem,10245190,949,1
6084,PubChem,11953821,949,0
6085,HMDB,HMDB00651,949,1
6086,InChi Key,LZOSYCMHQXPBFU-UHFFFAOYSA-N,949,1
6087,KEGG,C11304,953,1
6088,PubChem,5281898,953,1
6089,PubChem,4488324,953,0
6090,EHMN,C11304,953,1
6091,HMDB,HMDB13061,953,1
6092,InChi Key,HXBAELAEMDXAJM-KQXHGHLXSA-N,953,1
6093,KEGG,C11304,954,1
6094,PubChem,5281898,954,1
6095,PubChem,4488324,954,0
6096,EHMN,C11304,954,1
6097,HMDB,HMDB13061,954,1
6098,InChi Key,HXBAELAEMDXAJM-KQXHGHLXSA-N,954,1
6099,KEGG,C11304,955,1
6100,PubChem,5281898,955,1
6101,PubChem,4488324,955,0
6102,EHMN,C11304,955,1
6103,HMDB,HMDB13061,955,1
6104,InChi Key,HXBAELAEMDXAJM-KQXHGHLXSA-N,955,1
6105,CheBI,2700,956,1
6106,KEGG,C11695,956,1
6107,PubChem,5281969,956,1
6108,EHMN,C11695,956,1
6109,HMDB,HMDB04080,956,1
6110,LMSD,LMFA08040001,956,1
6111,InChi Key,LGEQQWMQCRIYKG-UHFFFAOYSA-N,956,1
6112,CheBI,18072,957,1
6113,KEGG,C11821,957,1
6114,PubChem,250388,957,1
6115,EHMN,C11821,957,1
6116,InChi Key,LTQYPAVLAYVKTK-UHFFFAOYSA-N,957,1
6117,CheBI,52392,963,1
6118,KEGG,C13856,963,1
6119,PubChem,1541,963,1
6120,EHMN,C13856,963,1
6121,HMDB,HMDB04666,963,1
6122,LMSD,LMGL01010023,963,1
6123,InChi Key,RCRCTBLIHCHWDZ-UHFFFAOYSA-N,963,1
6124,CheBI,52392,964,1
6125,KEGG,C13856,964,1
6126,PubChem,1541,964,1
